GEOID,Megacluster,perMarkSlope,totMarkSlope,opgr500kSlope,slopelargeCropOp,cattlegr500_slope,hogsSlope,SlopeBroilOp,layerSlope,turkeySlope,Adens_Slope,CattleAMUSlope,HogAMUSlope,TurkeyAMUSlope,BroilerAMUSlope,LayerAMU
21025,Low,0,-30540,0.02,-0.1,NA,NA,NA,NA,NA,0.003865597,1.3,-0.432,0,0.017,0.101
21027,Low,3.195940377,3685540,1.96,0.22,0.36,-0.32,0.74,NA,NA,1.534288513,52.96,-292.808,0.01584,692.931,-0.2412
21029,Low,0,-56300,0.06,NA,-0.08,NA,NA,NA,NA,-1.600595797,-248.82,2.656,0.01836,0.1078,-0.232
21031,Low,2.386861623,1461560,1.2,0,0.06,-0.1,0.36,NA,NA,-3.982054701,-563.76,-463.952,0,148.9784,-0.1632
21033,Low,2.749834881,1284580,0.66,0.24,-0.04,-0.16,NA,NA,NA,-3.496718144,-404.86,-219.976,0.19872,0,0.122
21035,Low,1.764352376,2929940,1.4,0.48,-0.12,-0.06,-0.4,NA,NA,-2.187449785,-289.68,-147.384,0.0378,1.011,-0.2604
21037,Low,0,75140,0.1,NA,0.02,NA,NA,NA,NA,-1.541636864,-109.02,-11.752,0.02916,0.193,-0.3048
21039,Low,2.12304019,2485000,1.16,0.02,-0.02,0.1,-0.06,NA,NA,3.628117433,-102.08,245.88,0,212.2252,0
21041,Low,0.753920199,-153400,0.12,-0.02,-0.02,NA,NA,NA,NA,-1.121791721,-79.3,4.272,0,0.0416,0.276
21043,Low,0,-68840,NA,0,NA,NA,NA,NA,NA,0.408036057,90.1,-3.504,0.03996,0.1456,-0.23
21045,Low,1.743745861,274220,0.4,0.2,-0.06,-0.14,NA,NA,NA,-1.807454441,-244.2,-171.168,0.01836,-0.3854,-0.1864
21047,Low,2.067236565,6957740,3.36,0.64,-0.04,-0.24,0.04,NA,NA,-2.467002444,-649.4,-413,0.00036,145.4932,0
21049,Low,0.681827042,105500,0.2,0.06,-0.42,NA,NA,NA,NA,-5.273917611,-677.52,-12.248,0.0486,0.1542,-0.199
21051,Low,0,15260,0.04,0.12,NA,0.02,NA,NA,NA,-0.155292539,-53.08,15.344,0.00504,0.0084,-0.0282
21053,Low,3.273657979,1359500,0.76,-0.04,-0.02,NA,-0.08,NA,NA,3.615505301,151.54,-17.24,0,235.2616,-0.1468
21055,Low,3.374576211,1513360,0.66,0.24,-0.06,0.06,-0.06,NA,NA,-1.719985066,-416.12,95.816,0.01584,-0.11,-0.3104
21057,Low,2.794377669,235800,0.18,-0.06,NA,NA,0.04,NA,NA,0.008106238,-88.52,-1.216,-0.00468,90.8404,0.1818
21059,Low,2.636253135,6778600,2.8,0.44,-0.14,-0.14,0.32,NA,0.06,-1.557684029,-445.74,-575.424,0.00504,651.2762,0.0176
21061,Low,3.247222098,868500,0.44,0.06,0.06,-0.08,NA,NA,NA,-1.529879169,-149.4,-90.896,0.05904,0.2086,0
21063,Low,0,-33560,NA,NA,NA,NA,NA,NA,NA,0.401171563,50.26,-1.664,0.054,0.0598,-0.017
21065,Low,0,-15680,NA,-0.02,NA,NA,NA,NA,NA,-0.24009582,-21.9,-9.656,0.01296,0.0352,0.0308
21067,Low,0.733321317,2913460,0.02,-0.08,0.06,NA,NA,NA,NA,-3.561928915,-523.56,0,0,0.5964,-0.3664
21069,Low,1.305719924,850600,0.66,-0.08,0,-0.04,NA,NA,NA,0.549364192,113.9,-14.536,0.04644,0.0706,-0.2958
21071,Low,0,1480,NA,NA,NA,NA,NA,NA,NA,-0.030858353,-6.18,-0.352,0.00576,0.018,0.2218
21073,Low,3.191214371,268520,0.42,0.08,0.16,NA,NA,NA,NA,0.730385741,72.36,6.28,0.04896,0.1828,-0.2376
21075,Low,2.36634665,1803040,0.96,0.02,NA,0.08,-0.02,NA,NA,1.898971041,-75.42,0,0,277.9868,0
21077,Low,3.271723602,88040,0.26,0.04,NA,NA,NA,NA,NA,-1.361745625,-71.36,1.576,0.00864,0.0584,0.3494
21079,Low,1.516787344,562580,0.54,0.08,0.18,NA,NA,NA,NA,3.774246247,448.92,1.224,0.01656,0.0684,-0.3744
21081,Low,0,-263760,0.06,0.08,NA,NA,NA,NA,NA,-0.794056247,-107.22,1.096,0.07344,0.2354,-0.2958
21083,Medium,1.664366293,12569340,4.8,1.02,0.08,-0.32,-0.08,NA,NA,6.194390887,-102.68,-587.872,0.00864,2460.9514,0
21085,Low,2.230015179,1269140,1.38,0.02,0.12,-0.14,0.08,NA,NA,-2.244977671,-256.76,-243.616,-0.00504,-80.9818,0
21087,Low,2.838617908,1535620,0.98,0.28,-0.08,NA,-0.02,NA,NA,-0.901387578,-353.94,-7.952,0.01116,228.419,-0.0992
21089,Low,0,-119280,0.1,-0.04,NA,NA,NA,NA,NA,-0.818265654,-147.38,1.592,0.01512,0.06,-0.2908
21091,Low,1.296247153,63100,0.12,-0.04,NA,-0.08,-0.06,NA,0.12,-3.57284866,-176.06,-171.296,-0.00216,0.028,-0.0018
21093,Low,2.425296341,1193980,1.48,0.12,-0.06,-0.06,-0.08,NA,NA,-2.962597605,-842.68,-74.304,-0.01368,-39.6782,0
21095,Low,0,3360,NA,NA,NA,NA,NA,NA,NA,0.039329592,8.88,0.544,0,0,0.0662
21097,Low,1.297292407,540900,0.6,0.14,0,-0.02,NA,NA,NA,-0.548497337,-58.68,-28.072,-0.01872,0.0544,-0.3416
21099,Low,1.813354027,161180,0.56,0.16,0.22,NA,NA,NA,NA,-2.67277588,-570.48,-0.992,0.19548,0.6656,-0.5774
21101,Low,1.796900517,2357480,1.76,0.2,0.02,0,0.02,NA,NA,-1.907697783,-307.18,-124.304,0.0072,0,0.1426
21103,Low,0.347290604,-148280,0.2,0.02,-0.06,NA,NA,NA,NA,-2.315686151,-327.74,-15.464,0.0144,-0.0124,-0.2144
21105,Medium,1.485341444,6304960,1.74,0.16,0.04,0.24,-0.16,NA,NA,9.656180357,-124.86,424.768,0,911.9194,0
21107,Medium,2.321854691,4992200,1.28,0.16,-0.08,-0.08,-0.02,NA,NA,3.440180982,-293,-436.992,0.07812,1695.9796,-0.1014
21109,Low,0,-130560,-0.1,0.1,-0.08,NA,NA,NA,NA,-0.095079993,-5.26,-11.704,0.08712,-0.0706,-0.0538
21111,Low,0.615512445,-427020,-0.1,0.02,NA,NA,NA,NA,NA,-0.774524135,-148,-4.328,-0.09036,0.0494,-0.3722
21113,Low,0.111627472,34220,0.04,0.14,0.04,NA,NA,NA,NA,-2.697168414,-237.9,-2.576,0.00252,-0.045,-0.018
21115,Low,0,-24700,NA,0.02,NA,NA,NA,NA,NA,0.01130725,2.52,-0.88,0.00396,0.024,-0.1336
21117,Low,0,320,-0.02,NA,NA,NA,NA,NA,NA,-0.730350325,-68.64,-0.376,2.16864,6.04,0.1664
21119,Low,0,19620,NA,0.08,NA,NA,NA,NA,NA,0.094503946,17.22,0,0,4.44E-19,-0.0122
21121,Low,0,-28520,NA,-0.08,NA,NA,NA,NA,NA,-0.420559974,-83.1,-0.984,0,-0.0126,-0.0594
21123,Low,3.064577425,1050000,0.92,0.38,-0.08,0.04,NA,NA,NA,-5.342618508,-657.94,-65.728,0.03924,0.0788,-0.2884
21125,Low,0.888096521,7520,0.14,NA,-0.08,-0.02,NA,NA,NA,-0.522309852,-116.26,-0.992,-0.009,0.0512,-0.208
21127,Low,0,-40920,NA,0.08,NA,NA,NA,NA,NA,-0.151063953,-32.94,0.088,0.06912,0.0308,0.2314
21129,Low,0,-18060,NA,0.06,NA,NA,NA,NA,NA,-0.120086783,-12.64,-0.672,0,0,0.32
21131,Low,0,-4200,NA,0,NA,NA,NA,NA,NA,0.011309894,2.24,0,0,0,0.1084
21133,Low,0,1960,NA,NA,NA,NA,NA,NA,NA,-0.024707405,-3.92,-0.336,0.03024,-0.014,-0.0852
21135,Low,0.293300016,8740,0.1,-0.06,-0.02,NA,NA,NA,NA,-0.906702387,-226.32,-0.296,0.01692,0.1266,-0.3026
21137,Low,1.244703526,1262700,0.82,0.04,0.36,NA,NA,NA,NA,1.439519745,245.28,2.76,0.11232,0.1552,-0.117
21139,Low,1.667821034,756240,0.38,0.18,-0.22,NA,-0.06,NA,NA,-0.919451539,-110.66,-38.608,0.0108,0,0.1224
21141,Low,2.772055624,5024080,1.82,0.64,0.26,-0.02,NA,NA,NA,-1.640015685,-359.3,-109.744,0.00864,0.0128,-0.0954
21143,Low,-5.68E-17,58880,0,-0.02,-0.02,-0.06,NA,NA,NA,-1.924040933,-166.44,-46.512,-0.01368,-0.0094,-0.1504
21145,Low,1.951323608,592740,0.42,0.18,NA,0,0,NA,NA,-1.718699483,-117.14,1.528,-0.01008,-105.812,0
21147,Low,0,88600,0.04,NA,NA,NA,NA,NA,NA,0.174475382,38.14,0.48,0,0.0156,-0.062
21149,Medium,2.058737613,7614840,3.1,0.4,-8.88E-19,-0.34,1,NA,0.18,2.535435832,-99.18,-518.44,0,949.2758,0
21151,Low,1.029893805,725660,0.9,0.18,0.08,NA,NA,NA,NA,2.070464838,483.66,-14.84,0.33264,0.105,-0.1984
21153,Low,0,-58800,NA,NA,NA,NA,NA,NA,NA,0.16831142,27.18,-0.72,0.00648,0.2268,0.1984
21155,Low,2.368092612,1590500,1.5,0.14,0.12,-0.06,NA,NA,NA,0.183627307,86.78,-54.28,0.03024,0,0.099
21157,Low,2.129638545,1630380,0.44,0.12,0.06,0.08,-0.1,NA,NA,1.567606269,-109.66,398.64,0.0342,-43.8138,0.1952
21159,Low,0,6080,NA,0.06,NA,NA,NA,NA,NA,0.10706753,12.7,0,0,0,0.0348
21161,Low,1.133744414,209100,0.28,0.16,-0.08,NA,NA,NA,NA,-0.536698666,-57.32,-9.704,-0.009,0.0232,0.2526
21163,Low,2.669058441,1460520,1.24,0.06,-8.88E-19,NA,0.08,NA,NA,-0.797367496,-193.06,-106.264,0.01332,173.2902,-0.138
21165,Low,0,-41200,0.02,0.02,NA,NA,NA,NA,NA,0.253372759,24.76,1.696,0.05544,-0.0098,0.2182
21167,Low,1.288017303,1037340,0.68,0.02,0.54,NA,NA,NA,NA,4.988906675,644.02,-0.152,0.02448,-0.087,-0.1708
21169,Low,1.722135777,817980,0.56,-0.06,-0.08,NA,-0.18,NA,NA,0.047382573,-16.42,-0.624,-0.00684,24.3222,-0.1624
21171,Medium,3.203487061,3952740,1.54,0.36,0.26,NA,0.02,NA,NA,6.051907415,27.32,-5.032,-0.01584,1010.6594,-0.2088
21173,Low,0.792105029,39380,0.18,0.06,0.02,NA,NA,NA,NA,1.53094076,156.42,0.096,0.0036,-0.0024,-0.0144
21175,Low,0,-172620,NA,0.06,NA,NA,NA,NA,NA,0.376986765,77.08,-2.6,0.0288,0.2656,-0.3486
21177,Low,1.251648115,2958060,1.5,0.04,0.06,-0.02,0.12,0,NA,0.456706122,-138.14,0,0.04392,248.6602,0
21179,Low,1.643588875,1726900,0.76,0.32,0.7,-0.58,NA,NA,NA,-2.286072791,254.54,-748.904,0.04392,0.1448,-0.2412
21181,Low,0.82782638,589800,0.14,0,0.08,NA,NA,NA,NA,1.661330824,172.34,-4.224,0.07596,0.0152,-0.258
21183,Low,2.846737254,4375140,2.28,0.28,0,NA,0.46,NA,NA,-0.220669939,-265.96,-61.576,0.02016,260.3854,0
21185,Low,0.623705132,-58920,0.06,0.02,0.04,-0.06,NA,NA,NA,-2.366314433,-233.66,3.68,0.18,0.5688,-0.2792
21187,Low,1.309841022,168980,0.28,0.36,0.24,NA,NA,NA,NA,0.201062214,34.12,2.264,0.0954,0.181,-0.0926
21189,Low,0,-60800,NA,0.08,NA,NA,NA,NA,NA,0.189228849,18.5,0.52,0.01872,0.0858,0.2256
21191,Low,0,-162120,-0.06,0,NA,NA,NA,NA,NA,-3.196833738,-453.64,-4.92,0,0.0556,-0.4564
21193,Low,0,18880,NA,0.08,NA,NA,NA,NA,NA,0.079327688,14.5,-0.848,1.11E-19,0.0744,0.2324
21195,Low,0,30600,NA,0.06,NA,NA,NA,NA,NA,0.069258189,26.96,1.12,0,0,0.1444
21197,Low,0,2500,0.04,0.04,NA,NA,NA,NA,NA,-0.078138083,-7.82,0.208,-0.02952,0.0332,0.364
21199,Low,2.012876023,1326820,0.84,0.38,0.42,NA,NA,NA,NA,-0.229360758,-58.78,-19.576,0.00576,0.1256,0
21201,Low,0,-93820,NA,NA,NA,NA,NA,NA,NA,1.672028608,86.04,0.28,0.01332,0.0068,0.2024
21203,Low,0,-73820,0.08,-0.04,0.02,NA,NA,NA,NA,-1.306770934,-213.2,-1.072,0.01296,0.1204,-0.1336
21205,Low,0,-23000,0.04,0.04,NA,NA,NA,NA,NA,-0.305875615,-44.56,0.032,0,0.0266,0.1628
21207,Low,2.603560377,792300,0.98,0.08,0.54,NA,NA,NA,NA,1.858226199,253.6,-9.44,0,0,0.0334
21209,Low,-0.143419395,-749300,0.06,-0.06,0.66,NA,NA,NA,NA,-1.207015424,-174.44,-1.52,0.1188,-0.006,-0.3226
21211,Low,2.44777144,1244380,1.28,0.24,0.3,-0.28,NA,NA,NA,-3.46670979,-450.14,-232.064,0.32148,0.3286,-0.4248
21213,Low,3.052330483,2456060,1.74,0.1,0,-0.14,NA,NA,NA,-4.609589701,-416.44,-110.84,0.03456,-31.9632,-0.0168
21215,Low,1.633425588,16300,0.1,-3.55E-18,-0.04,NA,NA,NA,NA,-2.199480181,-208.02,-4.704,0.03168,0.1056,-0.152
21217,Low,3.01318358,1202480,1.12,0.16,0.02,0,0.14,NA,NA,-1.952431296,-478.7,-35.184,0.01296,244.7832,-0.3054
21219,Low,1.815906752,6516120,2.64,0.58,0.2,-0.18,0.04,-0.08,NA,-0.630721764,-190.32,-258.096,-0.00036,326.0616,0
21221,Low,1.685016176,1831300,0.36,0.04,-0.14,-0.3,NA,NA,NA,-2.654509386,-237.3,-370.552,0.10944,0.7636,-0.1804
21223,Low,0.718685493,105960,0.16,NA,NA,NA,NA,NA,NA,-0.490389129,-38.64,0.192,-0.00288,0.1572,-0.228
21225,Low,1.850694001,2949120,1.06,0.16,0,-0.52,NA,NA,0.06,-6.077159649,-512.42,-566.968,0,0,0.0932
21227,Low,1.712331319,2862440,1.92,0.3,-0.02,-0.1,-0.08,NA,NA,-5.868313508,-1739,86.784,0.04212,5.4686,0
21229,Low,0.552577654,194520,0.26,0.04,-0.04,-0.04,NA,NA,NA,0.16004307,74.16,-49.536,0.03636,0.1874,-0.2282
21231,Low,3.222437702,781820,1.44,-0.04,0.08,-0.16,-0.1,NA,NA,0.947213419,-115.2,-176.312,0.01908,516.3028,0
21233,Medium,2.139753015,4714880,1.36,0.58,-0.04,NA,-1.36,NA,NA,3.694338373,-236.76,-59.592,-0.009,931.7928,0.092
21235,Low,0,121980,0.04,0.06,0.02,NA,NA,NA,NA,-0.084433309,5.66,-1.528,0.00252,-23.1412,-0.1424
21237,Low,0,-113380,NA,-0.02,NA,NA,NA,NA,NA,-0.669353827,-74.84,-2.496,0,0.012,0.2922
21239,Low,0.10148883,-1261360,0.16,0.12,0.04,NA,NA,NA,NA,-1.198758885,-118.06,0.16,0.01152,0.1128,-0.2748
22001,Low,2.76793405,3144800,3.12,0.02,-0.04,NA,NA,NA,NA,-0.063508883,-18.42,-2.824,0.0216,0.0124,-0.3434
22003,Low,2.749391556,629380,0.66,-0.22,0.1,NA,NA,NA,NA,-0.157606382,-64.56,2.416,-0.01152,0.0016,-0.0402
22005,Low,0.313429765,-82640,-0.08,-0.16,0.08,NA,NA,NA,NA,-1.572696486,-234.9,-1.392,-0.0036,0.0012,-0.0062
22007,Low,1.468670835,1002800,0.46,0.4,NA,NA,NA,NA,NA,0.025846323,5.04,-0.536,0,0,0.0296
22009,Low,1.869509526,3258740,1.28,0.64,0.24,NA,NA,NA,NA,0.639597431,283.88,-7.928,-0.009,0.002,-0.2836
22011,Low,1.735564555,238880,0.24,-0.34,-0.1,-0.08,NA,NA,NA,-0.595060663,-327.9,-28.712,0.03996,0.209,-0.3824
22013,Low,2.318970062,1253460,0.26,0.14,0.16,NA,0.08,NA,NA,-0.671293001,-100.68,0.048,0.00324,-181.4764,0
22015,Low,2.262391326,364880,0.36,-0.22,-0.22,NA,NA,NA,NA,-1.256866355,-548.44,1.336,0.0468,0.0314,-0.0642
22017,Low,1.986276928,1820920,1.24,0.12,-0.06,NA,0.18,NA,NA,-0.281824847,-306.22,-2.152,0.02592,180.1416,-0.1258
22019,Low,2.411738669,525260,0.74,-0.1,0.28,NA,NA,NA,NA,0.02760915,33.76,-19.256,0.04896,1.0804,-0.4144
22021,Low,1.854020874,410120,3.55E-18,-0.14,NA,NA,NA,NA,NA,-0.389047906,-99.86,-6.888,-0.00288,0.148,-0.103
22023,Low,1.506521245,283720,0.34,0,-0.14,NA,NA,NA,NA,-0.441871784,-290.94,-3.192,0.00216,0,0.038
22025,Low,2.676777325,2319460,1.6,0.68,-0.06,NA,NA,NA,NA,-0.142590488,-50.54,-1.832,0,0.0092,0.0668
22027,Low,0.821889976,1823480,0.32,0.2,0.12,-0.06,-0.44,NA,NA,-0.423690783,-113.26,-8.8,0.00288,-43.6166,0
22029,Low,2.783222857,3325480,2.28,1.04,NA,NA,NA,NA,NA,0.299773605,106.82,1.296,0,0.0348,0.0778
22031,Low,0.500890216,23120,0.02,0.12,0.2,NA,NA,NA,NA,-0.747663792,-341.52,2.04,0.01332,0.0374,0
22033,Low,0.69506022,126960,0.06,0.02,-0.24,NA,0.16,NA,NA,-1.153097155,-333.8,-28.984,0.15408,90.6234,0
22035,Low,1.971138811,5043960,2.36,1,-0.1,NA,NA,NA,NA,-0.541892934,-118.24,0,0,0,0.1476
22037,Low,0.751093646,167920,0.12,0.1,0.02,-0.02,NA,NA,NA,-1.368963666,-311.96,-9.632,0.0198,0.0184,0.037
22039,Low,3.163738936,1161340,1.92,0,0.08,NA,NA,NA,NA,0.001291008,1.92,-2.704,-0.00504,1.1898,0.0422
22041,Low,2.311764791,2654180,2.64,0.78,0.04,NA,NA,NA,NA,0.092441159,29.2,0.448,0.0144,0.0216,0.2242
22043,Low,2.165289256,149620,0.14,0.04,0.04,NA,NA,NA,NA,-0.08548436,-29.18,0.408,-0.01584,-0.015,0.3292
22045,Low,1.371479578,1004120,-0.02,0.4,-0.06,NA,NA,NA,NA,-0.269559083,-78.6,-1.52,0,0.0216,-0.0628
22047,Low,0.762805473,874720,0.1,0.3,-0.18,NA,NA,NA,NA,-0.397264938,-127.46,7.11E-18,0.02376,0,0.1332
22049,Low,0.409351888,459240,-0.64,0.02,NA,NA,-0.4,NA,NA,-2.114347401,-53.18,2.144,0,-572.3512,0
22051,Low,0,-144500,-0.12,0.06,NA,NA,NA,NA,NA,-0.20051771,-30.9,0.048,0.02592,0,0.1128
22053,Low,3.577517151,1871480,3,0.06,0.1,NA,NA,NA,NA,-0.371097682,-109.76,-15.24,0.02736,-0.0136,-0.224
22055,Low,0.840010513,48140,0.1,-0.1,-0.06,NA,NA,NA,NA,-2.964662806,-410.66,-1.872,0.0216,0.2328,-0.456
22057,Low,1.537569941,825820,-0.08,0.26,-0.3,NA,NA,NA,NA,-0.750201388,-414.06,-0.952,-0.00864,0.1422,-0.2888
22059,Low,0,10360,NA,-0.04,NA,NA,NA,NA,NA,-0.209677523,-66.44,-1.44,0.03528,0.0184,-0.0222
22061,Medium,0.670521453,4397820,0.54,0.14,0.12,NA,-0.24,NA,NA,3.151639949,63.54,-0.544,0.0576,707.085,0
22063,Low,0.600003598,-99960,-0.12,-0.04,NA,NA,NA,NA,NA,-1.450091883,-234.42,-11.816,0.03924,-240.3192,-0.3558
22065,Low,2.465346897,3855840,2.84,0.42,-1.78E-18,NA,NA,NA,NA,-0.001095721,0.02,-0.408,0,0,0.0336
22067,Low,2.695605186,4458800,3.22,0.78,-0.02,NA,NA,NA,NA,0.535440754,217.98,2.232,0.02232,0.0368,0.2084
22069,Low,1.234607618,3183720,0.52,0.08,-0.04,NA,-0.12,NA,NA,0.766034069,94.26,-4.112,-0.0324,406.7918,0
22071,Low,0,16300,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
22073,Low,1.721568464,1228320,0.42,0.08,-0.08,NA,-0.18,NA,NA,-0.437899729,-96.22,-1,0.00396,-41.242,0
22075,Low,3.052281171,385140,0.14,0.16,0.08,NA,NA,NA,NA,-0.025620109,-10.88,0.48,0,0.046,-0.0014
22077,Low,1.331694809,2575040,0.7,0.4,-0.14,NA,NA,NA,NA,-1.365279539,-390.24,-3.792,0.00576,0.0492,-0.0948
22079,Low,2.580394385,4867100,2.78,0.78,0.34,NA,NA,NA,NA,-0.00396558,1,-3.784,0.1242,0.2204,-0.2728
22081,Low,1.931609421,822600,0.46,-0.06,0.32,NA,NA,NA,NA,3.081242577,622.48,-1.472,0.00252,0,0.0096
22083,Low,3.134586181,2625940,2.14,0,0,NA,NA,NA,NA,1.221060894,352.16,-1.184,0.01332,0.0902,0.4222
22085,Low,1.056940459,5026900,-0.36,-0.02,0.24,NA,0.62,NA,NA,1.525524159,-30.32,1.408,0.01188,713.7496,0
22087,Low,3.48219335,254700,0.18,0.3,NA,NA,NA,NA,NA,0.198459492,38.78,0,0,0,0.0288
22089,Low,-3.11331932,-234480,-0.16,-0.02,0,NA,NA,NA,NA,-0.163339821,-24.24,0.576,0,0,0.1636
22091,Low,1.36618947,-327480,0.06,-0.06,0,NA,NA,0,NA,-1.205472651,-254.22,-0.952,0,0.1488,0
22093,Low,0.626467513,126120,-0.38,0.32,NA,NA,NA,NA,NA,0.221451077,27.84,1.42E-17,0,0.012,0.0046
22095,Low,1.128151859,215720,0.06,0.24,NA,NA,NA,NA,NA,-0.179444224,-20.04,0.088,0,0,0.0306
22097,Low,1.857496432,2526480,2.28,0.62,-0.08,NA,NA,NA,NA,-0.386839475,-179.46,-5.92,0.0666,0.7218,-0.5438
22099,Low,1.546076139,786140,0.54,0.44,NA,NA,NA,NA,NA,-0.126495723,-48.5,-0.088,0.01512,0.2032,0.0636
22101,Low,0.793797647,803260,-0.12,0.62,NA,NA,NA,NA,NA,-0.008589973,-2.72,0.168,0.00108,0,0.0788
22103,Low,-1.757954197,-159820,-0.14,-0.1,-0.08,NA,NA,NA,NA,-0.332752567,-149.06,-3.792,0.03096,7.3988,-0.2604
22105,Low,1.500711242,-1060580,-0.12,NA,0,NA,-0.06,NA,NA,-2.642845215,-1086.24,2.856,0.045,0.0458,0
22107,Low,1.468935427,2489960,0.58,0.28,NA,NA,NA,NA,NA,-0.017120115,-5.12,-0.24,0,0,0.0144
22109,Low,1.10013427,1040220,0.4,0.24,0.14,NA,NA,NA,NA,0.127707503,80.8,0.144,0,0.0108,0.401
22111,Low,0.6929015,430540,-2.38,0,0.44,-0.04,-0.7,NA,NA,-7.358841595,80.62,-35.88,0,-3387.5106,0
22113,Low,2.706667114,3527460,2.52,0.42,-0.12,NA,NA,NA,NA,-0.085606457,-51.98,0.2,0.03636,0.153,-0.4342
22115,Low,0.828208859,483600,-0.1,0.06,-0.04,NA,0.16,NA,NA,-0.333905022,-393.04,3.656,0.00792,159.8684,-0.1716
22117,Low,1.918587727,-750940,0.16,0.12,0.18,NA,0.02,NA,NA,-2.657787914,-916.18,-5.416,-0.07452,-0.1808,0
22119,Low,3.034152333,188100,0.2,0.02,NA,NA,-0.12,NA,NA,-0.758102242,-204.22,-0.328,-0.00252,-28.3896,0
22121,Low,0.443478609,-135840,0.54,0.12,NA,NA,NA,NA,NA,-0.124834042,-12.4,7.11E-18,0,0,-0.0408
22123,Low,2.996509583,1507080,1.58,0.64,0.04,-0.04,NA,NA,NA,-0.618139781,-115.72,0.64,0,0,-0.0768
22125,Low,4.071539842,495380,0.2,0.12,0.22,NA,NA,NA,NA,1.467281988,307.04,-0.768,0,0.0028,0.2668
22127,Low,5.447369425,941600,0.3,0.08,-0.06,NA,0.12,0,NA,-0.066590483,-38.54,5.768,0,0,0
27001,Low,0.761369168,-59280,0,-0.3,0.08,NA,NA,NA,NA,-0.324180254,-304.06,-2.2,-0.0288,0.3642,0
27003,Low,1.34580368,1718460,0.2,0.1,NA,-0.08,NA,NA,-0.08,-0.8925263,-116.92,-77.736,0.02088,-0.0286,-0.4212
27005,Low,1.493054395,6020160,2.48,0.28,0.1,-0.04,NA,-0.06,-0.38,-0.223280949,-331.3,-25.8,204.81048,0.1882,0
27007,Low,1.282247765,503900,0.28,-0.06,0.02,NA,NA,NA,NA,-0.458751217,-594,-1.584,0.108,0.5392,-0.2612
27009,Medium,1.522396609,6164580,3.98,0.34,0.54,0.12,0.02,NA,NA,2.517559048,-166.82,-21.504,0.00216,720.7772,0
27011,Medium,2.957733798,5378680,4.2,0.68,0.38,-0.16,NA,NA,NA,1.131129506,134.72,157.6,0,0.007,0.1518
27013, Juggernauts,1.745717494,16355460,6.76,1.18,-0.16,-0.3,NA,0.16,NA,13.95580372,-231.78,5607.544,30.18096,-0.1606,0
27015,Medium,1.793948625,12348620,6.82,0.58,0.68,-0.62,NA,NA,-0.1,3.392856709,294.7,720.912,60.1164,-1.8746,0.1658
27017,Low,0,149180,0.06,-0.02,-0.02,NA,NA,NA,NA,-0.199672311,-87.6,-1.44,0.01152,-0.056,0
27019,Low,2.511950527,3371780,2.78,0.38,0.1,0.04,NA,NA,NA,-4.117450906,-712.4,-42.96,0.1098,0.1776,-0.3682
27021,Low,1.61763061,695820,0.4,0.06,0.04,-0.04,NA,NA,0.06,-0.50295935,-343.76,-182.8,-0.0072,0.26,-0.3508
27023,Medium,2.143070576,10875280,4.86,1.1,0.4,0.14,NA,NA,0,4.042663352,1000.54,369.32,-152.5752,-0.4216,0.189
27025,Low,1.33607816,1412540,1.2,0.2,0.08,-0.1,NA,NA,NA,-1.618063438,-214.96,-133.32,0.00324,0.5274,0
27027,Medium,2.154629891,10795820,6.12,1.38,-0.06,0.2,NA,0.06,NA,-0.227948196,-441.8,344.976,-28.81368,2.2242,0
27029,Low,0.416403629,527600,0.1,-0.22,0,0.04,NA,-0.06,NA,-0.910301761,-429.12,-42.144,0.03384,0.2496,0
27031,Low,0,9340,NA,NA,NA,NA,NA,NA,NA,-0.003515292,-2.76,0,0,0.0148,0.1002
27033, Juggernauts,2.16322936,13421600,8.52,0.52,0.1,0.46,NA,NA,-0.1,11.96199582,117.1,3900.72,-174.7242,121.9972,0.362
27035,Low,1.43158888,409220,0.38,-0.04,0.06,-0.04,NA,NA,-0.06,-0.905023902,-428.66,-93.344,0.0558,53.9148,0
27037,Low,1.703254102,7853280,3.42,0.58,-0.24,-0.08,NA,NA,-0.02,-2.55772652,-528.76,-216.608,-9.09E-16,0.055,0
27039,Medium,2.239899804,8867120,4.82,0.36,0.1,0.46,NA,NA,0.2,7.453516832,-306.56,1778.72,223.69824,0.2796,-0.1276
27041,Low,1.570737629,2960180,1.9,0.54,0.34,-0.22,NA,NA,-0.08,-2.392749208,-391.54,-397.792,0.00324,0.4164,-0.3046
27043,Medium,2.547137347,11585120,8.78,0.56,0.22,-0.5,NA,NA,NA,1.990585312,-36.28,770.464,-0.01116,0.2668,0.2094
27045,Medium,2.174655703,9811840,5.8,0.52,0.8,-0.66,NA,NA,0.12,-0.789110707,-460.5,217.24,-111.42144,2.6202,0
27047, Juggernauts,2.466001795,13083640,9.4,0.64,0.2,-0.56,NA,NA,0,7.273681052,194.92,2384.28,86.84964,-1.2564,-0.0708
27049,High,2.386990573,13017320,8.04,0.76,1.24,-0.12,NA,NA,0.1,1.453014616,-319.62,408.64,480.24756,0.274,0
27051,Medium,2.699488397,7969500,3.76,0.88,0.16,-0.16,NA,NA,NA,0.965936521,287.78,-13.528,-0.01296,-0.277,0.1294
27053,Low,0.350618224,719900,0.44,-0.04,0,NA,NA,NA,NA,-0.669530082,-140.96,-50.776,0.0792,-0.1186,-0.3062
